image,xmin,ymin,xmax,ymax,class
g000144_0000.npy.png,253,230,261,244,1
a000152_0000.npy.png,269,278,276,286,1
a000103_0000.npy.png,195,210,283,372,2
d000040_0000.npy.png,380,273,404,289,1
a000112_0000.npy.png,347,280,358,289,1
c000137_0000.npy.png,60,247,69,282,3
g000143_0000.npy.png,275,233,303,265,1
a000099_0000.npy.png,345,280,356,289,1
a000196_0000.npy.png,269,278,276,286,1
a000162_0000.npy.png,227,277,233,286,1
c000085_0000.npy.png,23,245,32,282,3
a000098_0000.npy.png,210,211,290,371,2
d000164_0000.npy.png,158,258,176,304,3
g000096_0000.npy.png,1,239,45,341,1
a000101_0000.npy.png,411,277,440,294,1
g000094_0000.npy.png,191,222,205,241,1
g000114_0000.npy.png,198,227,209,245,1
a000199_0000.npy.png,214,277,219,286,1
g000135_0000.npy.png,208,229,221,249,1
g000057_0000.npy.png,166,229,190,256,1
e000122_0000.npy.png,71,263,104,290,1
c000144_0000.npy.png,94,250,101,282,3
f000191_0000.npy.png,228,221,238,241,1
b000073_0000.npy.png,144,228,161,326,3
e000026_0000.npy.png,33,263,81,295,1
d000189_0000.npy.png,270,232,288,319,3
b000068_0000.npy.png,398,279,427,295,1
c000198_0000.npy.png,293,240,315,361,2
g000183_0000.npy.png,188,231,199,252,1
a000161_0000.npy.png,411,277,440,296,1
g000043_0000.npy.png,350,243,445,352,1
e000098_0000.npy.png,36,263,73,296,1
g000109_0000.npy.png,102,226,157,282,1
e000001_0000.npy.png,213,254,228,280,1
f000035_0000.npy.png,143,231,154,238,1
c000018_0000.npy.png,60,249,69,283,3
e000072_0000.npy.png,72,263,105,291,1
b000127_0000.npy.png,236,241,278,327,3
c000018_0000.npy.png,295,214,338,398,2
a000190_0000.npy.png,227,277,233,286,1
g000089_0000.npy.png,258,229,263,245,1
g000160_0000.npy.png,191,230,204,248,1
c000021_0000.npy.png,294,215,339,398,2
g000120_0000.npy.png,210,230,222,250,1
f000017_0000.npy.png,156,229,165,237,1
f000086_0000.npy.png,228,231,234,239,1
f000147_0000.npy.png,261,229,266,235,1
e000057_0000.npy.png,71,263,104,288,1
a000168_0000.npy.png,177,278,184,286,1
c000127_0000.npy.png,82,248,91,284,3
g000043_0000.npy.png,205,224,219,245,1
c000144_0000.npy.png,26,245,35,283,3
a000175_0000.npy.png,214,277,219,286,1
f000150_0000.npy.png,232,231,237,238,1
g000154_0000.npy.png,207,231,220,250,1
a000027_0000.npy.png,346,280,357,289,1
a000182_0000.npy.png,98,276,107,284,1
c000085_0000.npy.png,69,249,77,285,3
g000098_0000.npy.png,255,230,261,243,1
g000068_0000.npy.png,261,228,271,257,1
f000139_0000.npy.png,230,230,236,239,1
b000109_0000.npy.png,52,273,80,294,1
f000154_0000.npy.png,252,232,256,241,1
c000086_0000.npy.png,59,243,69,286,3
g000037_0000.npy.png,331,243,423,329,1
e000008_0000.npy.png,33,263,81,295,1
a000195_0000.npy.png,199,279,205,286,1
f000153_0000.npy.png,252,232,257,241,1
c000129_0000.npy.png,60,247,69,282,3
e000044_0000.npy.png,194,255,204,269,1
g000174_0000.npy.png,205,226,219,246,1
g000017_0000.npy.png,256,226,270,250,1
a000123_0000.npy.png,268,277,277,287,1
g000005_0000.npy.png,164,235,186,264,1
e000183_0000.npy.png,255,255,376,326,1
e000042_0000.npy.png,194,255,204,269,1
f000002_0000.npy.png,125,225,145,239,1
g000049_0000.npy.png,159,229,179,259,1
c000188_0000.npy.png,26,245,35,283,3
a000052_0000.npy.png,346,280,357,290,1
c000034_0000.npy.png,300,221,337,390,2
a000179_0000.npy.png,98,276,107,284,1
c000156_0000.npy.png,26,245,35,283,3
g000176_0000.npy.png,256,229,268,247,1
f000018_0000.npy.png,263,228,267,235,1
g000098_0000.npy.png,15,234,116,314,1
f000009_0000.npy.png,209,217,228,254,1
f000020_0000.npy.png,176,229,183,235,1
e000186_0000.npy.png,195,254,205,266,1
g000053_0000.npy.png,205,230,219,251,1
c000179_0000.npy.png,94,250,101,283,3
f000186_0000.npy.png,237,227,242,233,1
a000104_0000.npy.png,150,277,157,285,1
c000148_0000.npy.png,275,205,310,385,3
f000169_0000.npy.png,62,228,84,245,1
a000129_0000.npy.png,141,211,214,366,2
c000168_0000.npy.png,268,213,305,374,3
g000135_0000.npy.png,253,232,259,245,1
f000016_0000.npy.png,252,229,260,241,1
b000088_0000.npy.png,51,272,80,292,1
g000139_0000.npy.png,208,229,221,249,1
a000097_0000.npy.png,214,209,292,371,2
f000185_0000.npy.png,177,224,186,230,1
f000029_0000.npy.png,129,229,143,240,1
g000050_0000.npy.png,196,229,205,242,1
a000200_0000.npy.png,131,277,137,285,1
c000085_0000.npy.png,313,230,333,374,2
a000068_0000.npy.png,321,280,331,288,1
e000015_0000.npy.png,384,242,401,305,3
b000052_0000.npy.png,398,278,427,295,1
a000068_0000.npy.png,227,277,233,287,1
c000119_0000.npy.png,26,245,35,283,3
c000167_0000.npy.png,301,231,327,369,2
f000094_0000.npy.png,255,229,258,235,1
c000097_0000.npy.png,278,197,312,392,3
c000160_0000.npy.png,303,236,327,375,2
a000163_0000.npy.png,214,277,219,286,1
f000133_0000.npy.png,186,230,193,235,1
f000138_0000.npy.png,255,230,259,238,1
e000154_0000.npy.png,215,253,226,266,1
f000156_0000.npy.png,156,231,165,239,1
f000028_0000.npy.png,259,228,263,238,1
a000038_0000.npy.png,97,277,108,284,1
c000024_0000.npy.png,3,243,12,282,3
f000144_0000.npy.png,252,230,256,238,1
f000075_0000.npy.png,123,228,139,239,1
f000168_0000.npy.png,246,229,254,240,1
g000112_0000.npy.png,178,231,195,252,1
d000155_0000.npy.png,97,278,107,286,1
e000042_0000.npy.png,73,263,106,290,1
f000168_0000.npy.png,233,229,239,236,1
c000163_0000.npy.png,304,235,331,373,2
b000017_0000.npy.png,247,246,265,323,3
a000061_0000.npy.png,98,276,109,283,1
a000009_0000.npy.png,410,277,440,295,1
a000083_0000.npy.png,98,276,108,285,1
g000151_0000.npy.png,157,226,184,262,1
d000168_0000.npy.png,282,234,300,317,3
f000185_0000.npy.png,122,226,160,263,1
g000080_0000.npy.png,27,226,120,309,1
a000188_0000.npy.png,227,277,233,286,1
g000139_0000.npy.png,266,233,278,256,1
f000028_0000.npy.png,160,229,171,237,1
d000077_0000.npy.png,420,268,446,289,1
a000065_0000.npy.png,177,278,185,286,1
a000072_0000.npy.png,99,276,108,284,1
g000013_0000.npy.png,133,235,166,277,1
a000163_0000.npy.png,177,278,184,286,1
f000172_0000.npy.png,223,223,233,242,1
c000119_0000.npy.png,302,241,338,373,2
g000103_0000.npy.png,2,238,101,333,1
g000086_0000.npy.png,146,227,179,264,1
f000108_0000.npy.png,250,228,255,237,1
a000127_0000.npy.png,347,280,357,290,1
d000188_0000.npy.png,272,232,288,320,3
f000007_0000.npy.png,229,224,238,237,1
g000199_0000.npy.png,171,228,185,256,1
f000145_0000.npy.png,244,229,251,240,1
g000111_0000.npy.png,4,252,60,338,1
f000041_0000.npy.png,127,231,138,239,1
a000012_0000.npy.png,98,276,107,283,1
f000001_0000.npy.png,163,228,172,238,1
e000178_0000.npy.png,195,254,205,266,1
c000136_0000.npy.png,275,200,312,384,3
c000101_0000.npy.png,277,198,312,390,3
g000015_0000.npy.png,318,238,376,311,1
f000121_0000.npy.png,137,234,147,242,1
f000191_0000.npy.png,260,226,265,234,1
g000093_0000.npy.png,210,223,223,245,1
a000087_0000.npy.png,228,278,233,285,1
f000009_0000.npy.png,93,223,123,240,1
a000097_0000.npy.png,212,276,219,287,1
f000181_0000.npy.png,106,227,121,236,1
g000086_0000.npy.png,252,233,255,241,1
g000105_0000.npy.png,360,215,444,364,1
g000018_0000.npy.png,188,230,201,248,1
g000120_0000.npy.png,262,234,274,255,1
g000119_0000.npy.png,268,235,289,259,1
c000069_0000.npy.png,271,189,310,397,3
f000018_0000.npy.png,73,232,93,245,1
f000111_0000.npy.png,253,228,258,236,1
f000063_0000.npy.png,248,230,256,240,1
d000033_0000.npy.png,375,273,397,288,1
e000020_0000.npy.png,33,263,81,295,1
c000080_0000.npy.png,22,245,31,282,3
e000085_0000.npy.png,4,267,37,300,1
b000069_0000.npy.png,233,243,276,323,3
g000189_0000.npy.png,321,235,419,323,1
b000012_0000.npy.png,51,272,80,294,1
c000179_0000.npy.png,298,232,322,367,2
a000148_0000.npy.png,214,277,219,286,1
g000003_0000.npy.png,196,228,206,248,1
a000060_0000.npy.png,410,277,441,296,1
e000169_0000.npy.png,36,263,69,296,1
g000191_0000.npy.png,281,231,305,271,1
g000072_0000.npy.png,256,231,266,248,1
a000159_0000.npy.png,227,277,233,286,1
b000190_0000.npy.png,247,241,280,327,3
f000123_0000.npy.png,260,229,264,234,1
a000122_0000.npy.png,410,278,440,295,1
a000040_0000.npy.png,411,277,440,294,1
d000066_0000.npy.png,405,270,439,290,1
f000013_0000.npy.png,134,229,147,239,1
g000107_0000.npy.png,260,234,268,251,1
g000110_0000.npy.png,280,226,302,272,1
c000149_0000.npy.png,94,250,101,283,3
b000148_0000.npy.png,252,244,264,324,3
e000129_0000.npy.png,267,258,387,324,1
e000086_0000.npy.png,215,253,226,263,1
g000055_0000.npy.png,218,231,222,238,1
c000000_0000.npy.png,38,240,49,288,3
e000000_0000.npy.png,348,252,448,319,1
g000102_0000.npy.png,348,218,445,347,1
g000041_0000.npy.png,249,230,257,244,1
c000053_0000.npy.png,60,249,70,277,3
g000110_0000.npy.png,200,229,209,245,1
g000099_0000.npy.png,189,224,204,246,1
a000129_0000.npy.png,346,281,356,289,1
f000164_0000.npy.png,233,230,238,238,1
b000184_0000.npy.png,141,236,162,331,3
g000070_0000.npy.png,192,232,204,249,1
f000073_0000.npy.png,246,228,254,240,1
a000033_0000.npy.png,410,277,440,294,1
f000041_0000.npy.png,158,229,168,238,1
f000006_0000.npy.png,231,225,239,236,1
g000027_0000.npy.png,15,239,117,317,1
f000179_0000.npy.png,234,225,241,233,1
a000090_0000.npy.png,410,277,440,296,1
g000150_0000.npy.png,207,231,219,250,1
f000113_0000.npy.png,154,231,162,238,1
f000132_0000.npy.png,103,233,115,242,1
g000099_0000.npy.png,337,218,445,336,1
f000011_0000.npy.png,252,227,266,241,1
e000053_0000.npy.png,1,267,39,304,1
c000146_0000.npy.png,275,204,308,385,3
f000005_0000.npy.png,34,224,72,244,1
f000155_0000.npy.png,256,231,260,239,1
b000173_0000.npy.png,242,243,285,327,3
c000188_0000.npy.png,297,237,320,365,2
a000117_0000.npy.png,346,281,356,290,1
g000081_0000.npy.png,152,229,182,265,1
g000114_0000.npy.png,266,233,284,257,1
f000199_0000.npy.png,177,217,197,233,1
f000038_0000.npy.png,259,229,263,237,1
e000103_0000.npy.png,49,270,160,338,1
e000168_0000.npy.png,34,261,72,295,1
g000045_0000.npy.png,310,231,378,295,1
b000018_0000.npy.png,51,270,79,291,1
g000132_0000.npy.png,208,230,222,249,1
e000017_0000.npy.png,194,255,204,269,1
c000142_0000.npy.png,78,246,87,284,3
e000114_0000.npy.png,1,274,87,341,1
f000165_0000.npy.png,139,230,150,239,1
g000060_0000.npy.png,205,227,219,246,1
f000162_0000.npy.png,232,229,238,238,1
f000128_0000.npy.png,206,227,211,230,1
f000169_0000.npy.png,232,226,242,234,1
c000190_0000.npy.png,60,247,69,282,3
a000146_0000.npy.png,199,279,205,286,1
b000154_0000.npy.png,398,279,427,295,1
g000046_0000.npy.png,276,220,299,257,1
g000023_0000.npy.png,255,226,272,253,1
f000185_0000.npy.png,249,226,256,238,1
d000121_0000.npy.png,313,233,335,319,3
c000019_0000.npy.png,94,253,101,281,3
g000009_0000.npy.png,334,243,436,335,1
f000017_0000.npy.png,191,229,201,234,1
e000142_0000.npy.png,392,245,405,304,3
e000012_0000.npy.png,1,267,39,304,1
d000023_0000.npy.png,370,273,389,288,1
f000181_0000.npy.png,254,225,260,234,1
a000064_0000.npy.png,411,277,440,296,1
g000018_0000.npy.png,263,230,282,257,1
e000117_0000.npy.png,215,253,226,266,1
b000193_0000.npy.png,256,242,275,328,3
e000098_0000.npy.png,4,267,37,300,1
a000048_0000.npy.png,265,278,277,287,1
a000167_0000.npy.png,199,279,205,286,1
c000142_0000.npy.png,26,245,35,283,3
f000179_0000.npy.png,113,229,154,268,1
a000019_0000.npy.png,178,278,185,286,1
e000162_0000.npy.png,4,267,37,300,1
g000061_0000.npy.png,184,227,194,250,1
g000012_0000.npy.png,279,236,307,270,1
f000048_0000.npy.png,56,229,78,245,1
e000131_0000.npy.png,254,257,374,326,1
c000121_0000.npy.png,80,248,88,284,3
e000157_0000.npy.png,36,263,83,296,1
a000149_0000.npy.png,287,278,294,287,1
a000170_0000.npy.png,347,280,357,288,1
a000154_0000.npy.png,214,277,219,286,1
e000087_0000.npy.png,72,263,105,291,1
f000140_0000.npy.png,255,230,259,238,1
g000134_0000.npy.png,189,229,204,248,1
g000026_0000.npy.png,256,224,273,248,1
a000140_0000.npy.png,131,277,139,285,1
g000189_0000.npy.png,140,235,159,274,1
b000105_0000.npy.png,52,272,79,292,1
g000147_0000.npy.png,145,236,175,269,1
g000006_0000.npy.png,305,240,348,296,1
g000149_0000.npy.png,143,236,174,270,1
e000132_0000.npy.png,195,254,205,266,1
g000099_0000.npy.png,275,225,291,266,1
g000103_0000.npy.png,152,226,180,264,1
a000168_0000.npy.png,63,275,88,292,1
a000159_0000.npy.png,98,276,107,284,1
c000082_0000.npy.png,22,245,31,282,3
a000131_0000.npy.png,98,276,107,284,1
a000102_0000.npy.png,197,279,205,286,1
a000003_0000.npy.png,411,277,441,297,1
a000058_0000.npy.png,64,275,89,291,1
a000180_0000.npy.png,177,278,184,286,1
e000130_0000.npy.png,391,247,406,305,3
g000089_0000.npy.png,188,229,202,245,1
g000192_0000.npy.png,186,226,196,249,1
b000066_0000.npy.png,398,279,427,295,1
f000125_0000.npy.png,250,227,255,235,1
f000132_0000.npy.png,202,230,208,235,1
e000192_0000.npy.png,34,264,84,296,1
g000130_0000.npy.png,174,226,195,254,1
b000104_0000.npy.png,247,243,264,325,3
d000049_0000.npy.png,387,272,413,290,1
b000061_0000.npy.png,52,273,80,294,1
a000045_0000.npy.png,284,227,322,349,2
g000175_0000.npy.png,264,228,283,254,1
f000030_0000.npy.png,251,229,259,239,1
g000197_0000.npy.png,150,229,180,262,1
f000016_0000.npy.png,124,230,139,240,1
g000007_0000.npy.png,1,221,12,261,3
f000130_0000.npy.png,0,231,84,311,1
e000050_0000.npy.png,33,264,71,295,1
d000069_0000.npy.png,148,247,186,320,2
a000185_0000.npy.png,411,277,440,296,1
d000150_0000.npy.png,100,279,108,286,1
d000060_0000.npy.png,397,270,429,291,1
g000131_0000.npy.png,253,231,260,243,1
e000061_0000.npy.png,194,255,204,269,1
g000002_0000.npy.png,319,240,387,312,1
c000077_0000.npy.png,313,230,336,376,2
e000032_0000.npy.png,194,255,204,269,1
g000039_0000.npy.png,170,234,185,260,1
c000152_0000.npy.png,88,248,96,284,3
c000173_0000.npy.png,86,248,94,284,3
c000075_0000.npy.png,21,245,30,283,3
e000046_0000.npy.png,194,255,204,269,1
a000033_0000.npy.png,178,278,185,285,1
f000010_0000.npy.png,142,227,154,238,1
f000153_0000.npy.png,245,232,252,242,1
f000083_0000.npy.png,244,230,252,241,1
c000037_0000.npy.png,8,244,17,283,3
e000181_0000.npy.png,1,281,44,343,1
a000066_0000.npy.png,268,277,277,286,1
g000007_0000.npy.png,175,233,192,258,1
f000061_0000.npy.png,49,231,69,244,1
g000177_0000.npy.png,301,233,363,295,1
f000078_0000.npy.png,215,221,228,247,1
f000040_0000.npy.png,160,229,170,236,1
g000004_0000.npy.png,380,225,446,350,1
a000177_0000.npy.png,98,276,107,284,1
g000004_0000.npy.png,57,233,130,298,1
a000135_0000.npy.png,197,278,205,287,1
g000075_0000.npy.png,55,225,131,301,1
b000175_0000.npy.png,53,273,80,292,1
g000101_0000.npy.png,121,225,165,273,1
b000065_0000.npy.png,52,270,79,293,1
c000089_0000.npy.png,313,234,332,372,2
g000068_0000.npy.png,2,242,95,338,1
f000015_0000.npy.png,210,219,228,256,1
a000062_0000.npy.png,98,276,107,284,1
b000079_0000.npy.png,143,231,160,327,3
f000189_0000.npy.png,256,227,261,235,1
g000057_0000.npy.png,336,238,445,332,1
e000035_0000.npy.png,213,254,226,264,1
f000041_0000.npy.png,262,229,266,236,1
g000123_0000.npy.png,195,232,207,250,1
g000074_0000.npy.png,270,218,301,260,1
g000005_0000.npy.png,52,234,127,306,1
f000135_0000.npy.png,255,231,259,239,1
f000050_0000.npy.png,137,229,150,238,1
e000130_0000.npy.png,36,263,83,296,1
e000137_0000.npy.png,195,254,205,266,1
e000166_0000.npy.png,4,267,38,302,1
e000092_0000.npy.png,125,267,232,335,1
a000158_0000.npy.png,131,277,137,285,1
f000127_0000.npy.png,250,227,255,235,1
g000096_0000.npy.png,263,229,277,249,1
f000147_0000.npy.png,185,230,191,237,1
a000007_0000.npy.png,243,238,294,337,2
g000156_0000.npy.png,194,230,204,247,1
b000002_0000.npy.png,247,246,266,323,3
b000010_0000.npy.png,247,246,264,324,3
f000112_0000.npy.png,229,231,234,238,1
a000032_0000.npy.png,410,278,440,294,1
f000153_0000.npy.png,232,231,238,240,1
e000023_0000.npy.png,213,254,228,280,1
a000162_0000.npy.png,347,280,357,288,1
a000194_0000.npy.png,279,279,284,287,1
f000129_0000.npy.png,190,227,197,231,1
f000087_0000.npy.png,260,229,264,235,1
g000026_0000.npy.png,138,233,170,271,1
g000175_0000.npy.png,158,230,172,262,1
g000179_0000.npy.png,73,235,137,297,1
f000124_0000.npy.png,228,228,235,236,1
c000145_0000.npy.png,60,247,69,282,3
a000175_0000.npy.png,177,278,184,286,1
c000090_0000.npy.png,284,194,312,389,3
f000051_0000.npy.png,254,227,264,238,1
b000192_0000.npy.png,252,242,275,326,3
g000142_0000.npy.png,363,186,443,359,1
e000110_0000.npy.png,392,243,404,272,3
g000145_0000.npy.png,113,244,154,283,1
d000160_0000.npy.png,290,236,312,316,3
b000110_0000.npy.png,250,244,263,324,3
f000042_0000.npy.png,232,228,238,237,1
d000099_0000.npy.png,132,252,148,316,2
g000011_0000.npy.png,172,231,190,260,1
c000098_0000.npy.png,174,268,229,327,1
a000195_0000.npy.png,155,244,196,331,2
a000143_0000.npy.png,198,276,204,286,1
c000037_0000.npy.png,300,219,337,391,2
e000153_0000.npy.png,4,267,37,300,1
g000142_0000.npy.png,186,229,202,248,1
g000056_0000.npy.png,333,238,441,330,1
e000014_0000.npy.png,213,254,228,280,1
e000054_0000.npy.png,362,250,446,322,1
b000095_0000.npy.png,51,271,81,295,1
c000002_0000.npy.png,297,206,349,409,2
f000186_0000.npy.png,81,224,96,238,1
a000158_0000.npy.png,214,277,219,286,1
g000194_0000.npy.png,184,228,196,250,1
d000198_0000.npy.png,182,259,204,301,2
a000167_0000.npy.png,322,280,330,287,1
a000021_0000.npy.png,177,278,185,286,1
f000114_0000.npy.png,228,231,235,239,1
f000172_0000.npy.png,35,227,65,245,1
e000137_0000.npy.png,392,245,405,304,3
f000120_0000.npy.png,1,240,53,327,1
b000111_0000.npy.png,398,279,427,295,1
g000001_0000.npy.png,180,230,196,254,1
g000180_0000.npy.png,154,233,168,268,1
e000143_0000.npy.png,4,267,37,300,1
e000194_0000.npy.png,73,263,105,287,1
a000175_0000.npy.png,322,280,330,287,1
d000059_0000.npy.png,396,270,427,290,1
f000110_0000.npy.png,85,227,107,243,1
f000079_0000.npy.png,245,229,253,240,1
g000198_0000.npy.png,172,229,185,255,1
g000048_0000.npy.png,205,222,219,244,1
g000024_0000.npy.png,108,234,151,286,1
f000125_0000.npy.png,254,226,258,234,1
a000020_0000.npy.png,411,277,440,294,1
a000123_0000.npy.png,410,278,439,295,1
a000112_0000.npy.png,271,278,277,288,1
c000164_0000.npy.png,235,273,253,300,1
g000113_0000.npy.png,177,231,195,254,1
a000000_0000.npy.png,63,276,88,292,1
a000175_0000.npy.png,63,275,88,292,1
d000059_0000.npy.png,158,244,201,317,2
f000136_0000.npy.png,5,234,101,308,1
g000086_0000.npy.png,87,239,145,292,1
g000045_0000.npy.png,164,227,182,254,1
b000114_0000.npy.png,52,272,80,294,1
f000096_0000.npy.png,250,230,255,239,1
g000057_0000.npy.png,258,228,265,253,1
