image,xmin,ymin,xmax,ymax,class
f000165_0000.npy.png,263,230,267,235,1
f000183_0000.npy.png,259,225,263,233,1
e000119_0000.npy.png,329,250,445,318,1
e000154_0000.npy.png,72,263,104,288,1
g000084_0000.npy.png,194,228,206,245,1
f000013_0000.npy.png,259,226,264,238,1
f000017_0000.npy.png,78,231,97,244,1
d000180_0000.npy.png,87,277,98,287,1
g000102_0000.npy.png,177,235,189,257,1
c000101_0000.npy.png,277,198,312,390,3
a000099_0000.npy.png,279,279,285,287,1
f000018_0000.npy.png,154,228,164,238,1
c000166_0000.npy.png,60,247,69,282,3
e000190_0000.npy.png,195,254,205,266,1
c000027_0000.npy.png,4,243,14,282,3
f000021_0000.npy.png,184,229,192,236,1
a000181_0000.npy.png,411,277,440,296,1
d000085_0000.npy.png,298,226,320,325,3
e000092_0000.npy.png,215,253,225,268,1
g000021_0000.npy.png,301,240,346,296,1
a000174_0000.npy.png,322,280,330,287,1
a000025_0000.npy.png,65,276,88,292,1
b000005_0000.npy.png,247,245,265,323,3
b000113_0000.npy.png,144,227,162,326,3
b000133_0000.npy.png,52,272,80,294,1
g000084_0000.npy.png,306,224,365,296,1
d000168_0000.npy.png,92,278,103,286,1
f000192_0000.npy.png,228,221,238,241,1
b000046_0000.npy.png,52,272,79,292,1
f000078_0000.npy.png,261,227,265,234,1
b000153_0000.npy.png,145,238,174,329,3
c000110_0000.npy.png,60,247,68,282,3
e000096_0000.npy.png,391,243,406,304,3
e000125_0000.npy.png,195,254,205,266,1
e000110_0000.npy.png,3,272,112,339,1
c000133_0000.npy.png,217,274,246,310,1
a000141_0000.npy.png,288,277,294,288,1
e000016_0000.npy.png,194,255,204,269,1
f000074_0000.npy.png,252,229,257,237,1
e000114_0000.npy.png,391,243,402,263,3
c000051_0000.npy.png,52,246,64,284,3
c000007_0000.npy.png,40,242,50,290,3
f000197_0000.npy.png,180,218,200,231,1
d000178_0000.npy.png,168,259,186,303,2
d000185_0000.npy.png,85,277,97,286,1
c000117_0000.npy.png,205,272,240,315,1
e000120_0000.npy.png,1,279,47,343,1
f000081_0000.npy.png,252,230,256,239,1
g000018_0000.npy.png,256,226,272,250,1
g000132_0000.npy.png,299,222,344,296,1
d000100_0000.npy.png,304,232,331,323,3
a000132_0000.npy.png,212,278,218,286,1
f000005_0000.npy.png,252,226,260,239,1
c000068_0000.npy.png,1,221,182,399,1
f000010_0000.npy.png,0,225,33,247,1
f000042_0000.npy.png,198,226,206,233,1
g000174_0000.npy.png,90,234,146,285,1
e000185_0000.npy.png,195,254,205,266,1
g000028_0000.npy.png,177,232,189,256,1
b000105_0000.npy.png,52,272,79,292,1
e000006_0000.npy.png,313,254,444,319,1
g000031_0000.npy.png,205,225,219,248,1
a000185_0000.npy.png,177,278,184,286,1
c000031_0000.npy.png,36,245,48,284,3
b000189_0000.npy.png,397,279,427,295,1
d000004_0000.npy.png,380,277,388,286,1
g000058_0000.npy.png,185,228,195,252,1
b000164_0000.npy.png,144,238,165,330,3
g000031_0000.npy.png,269,225,288,256,1
b000069_0000.npy.png,51,272,79,295,1
a000052_0000.npy.png,346,280,357,290,1
a000176_0000.npy.png,214,277,219,286,1
d000036_0000.npy.png,188,243,232,318,2
a000187_0000.npy.png,227,277,233,286,1
f000166_0000.npy.png,93,233,142,279,1
g000145_0000.npy.png,148,234,176,267,1
a000051_0000.npy.png,347,280,355,288,1
c000084_0000.npy.png,281,193,313,392,3
e000191_0000.npy.png,34,264,84,296,1
c000163_0000.npy.png,304,235,331,373,2
g000179_0000.npy.png,266,231,284,257,1
a000103_0000.npy.png,279,278,286,287,1
a000076_0000.npy.png,226,278,233,286,1
b000110_0000.npy.png,52,272,80,294,1
a000185_0000.npy.png,63,275,88,292,1
c000013_0000.npy.png,60,249,69,283,3
f000122_0000.npy.png,144,234,152,240,1
g000125_0000.npy.png,154,243,176,273,1
a000103_0000.npy.png,287,276,294,288,1
f000082_0000.npy.png,244,231,252,241,1
a000169_0000.npy.png,347,280,357,288,1
e000154_0000.npy.png,4,267,37,300,1
f000154_0000.npy.png,0,236,35,253,1
e000018_0000.npy.png,194,255,204,269,1
d000087_0000.npy.png,300,226,323,323,3
g000100_0000.npy.png,220,228,224,235,1
c000046_0000.npy.png,53,246,61,285,3
c000030_0000.npy.png,4,244,14,283,3
c000173_0000.npy.png,239,276,253,296,1
c000018_0000.npy.png,295,214,338,398,2
c000029_0000.npy.png,4,243,14,282,3
c000030_0000.npy.png,94,253,101,281,3
a000034_0000.npy.png,267,278,277,286,1
g000010_0000.npy.png,291,240,322,283,1
a000041_0000.npy.png,227,277,234,286,1
f000024_0000.npy.png,258,229,263,239,1
g000016_0000.npy.png,256,226,270,250,1
e000125_0000.npy.png,4,267,37,299,1
f000163_0000.npy.png,214,231,219,234,1
a000061_0000.npy.png,410,277,440,295,1
c000132_0000.npy.png,74,246,83,284,3
e000168_0000.npy.png,34,261,72,295,1
e000012_0000.npy.png,1,267,39,304,1
g000053_0000.npy.png,2,240,76,357,1
f000197_0000.npy.png,177,227,185,234,1
g000124_0000.npy.png,194,232,206,250,1
g000190_0000.npy.png,178,228,188,253,1
f000171_0000.npy.png,46,226,71,243,1
e000145_0000.npy.png,215,253,226,266,1
e000157_0000.npy.png,195,254,205,266,1
c000027_0000.npy.png,295,217,337,392,2
a000070_0000.npy.png,227,277,233,286,1
a000116_0000.npy.png,321,280,329,287,1
b000172_0000.npy.png,51,272,79,292,1
a000106_0000.npy.png,98,276,107,283,1
g000088_0000.npy.png,255,229,262,242,1
a000177_0000.npy.png,269,278,276,286,1
f000166_0000.npy.png,221,225,233,245,1
a000174_0000.npy.png,227,277,233,286,1
g000164_0000.npy.png,141,224,176,270,1
b000016_0000.npy.png,247,246,264,323,3
c000191_0000.npy.png,297,239,318,362,2
g000163_0000.npy.png,175,229,196,255,1
b000123_0000.npy.png,52,272,80,293,1
e000107_0000.npy.png,195,254,205,266,1
a000089_0000.npy.png,347,280,356,289,1
c000151_0000.npy.png,80,247,87,283,3
g000086_0000.npy.png,255,231,261,244,1
a000129_0000.npy.png,98,277,107,285,1
e000031_0000.npy.png,1,267,39,304,1
d000041_0000.npy.png,242,230,275,326,3
a000120_0000.npy.png,99,277,107,285,1
g000110_0000.npy.png,141,225,174,267,1
a000000_0000.npy.png,227,277,233,285,1
e000021_0000.npy.png,213,254,228,280,1
f000124_0000.npy.png,228,228,235,236,1
e000085_0000.npy.png,72,263,105,291,1
e000006_0000.npy.png,213,254,228,280,1
b000071_0000.npy.png,398,279,427,295,1
a000088_0000.npy.png,227,277,233,286,1
f000031_0000.npy.png,252,228,260,239,1
g000179_0000.npy.png,165,226,189,254,1
f000034_0000.npy.png,170,229,179,236,1
g000108_0000.npy.png,180,232,197,253,1
g000194_0000.npy.png,205,227,217,247,1
g000074_0000.npy.png,122,235,161,276,1
f000097_0000.npy.png,244,232,251,242,1
a000027_0000.npy.png,64,276,88,292,1
f000198_0000.npy.png,268,227,273,233,1
d000012_0000.npy.png,219,245,248,321,2
d000003_0000.npy.png,203,232,226,327,3
c000083_0000.npy.png,313,232,333,376,2
f000165_0000.npy.png,252,230,257,239,1
b000071_0000.npy.png,143,228,161,327,3
g000062_0000.npy.png,181,226,195,250,1
a000048_0000.npy.png,410,278,440,294,1
a000095_0000.npy.png,322,280,330,288,1
b000062_0000.npy.png,52,272,80,295,1
g000161_0000.npy.png,375,219,445,369,1
a000131_0000.npy.png,410,276,439,293,1
c000010_0000.npy.png,94,253,101,281,3
f000080_0000.npy.png,215,222,228,247,1
a000089_0000.npy.png,238,212,299,370,2
f000075_0000.npy.png,27,231,56,245,1
b000194_0000.npy.png,398,279,427,295,1
b000103_0000.npy.png,247,244,265,324,3
g000183_0000.npy.png,205,231,218,249,1
g000008_0000.npy.png,255,228,269,250,1
c000182_0000.npy.png,60,247,69,282,3
g000007_0000.npy.png,191,232,204,250,1
g000006_0000.npy.png,289,239,311,280,1
a000180_0000.npy.png,98,276,107,284,1
a000025_0000.npy.png,411,278,441,295,1
a000170_0000.npy.png,227,277,233,286,1
a000003_0000.npy.png,178,279,185,286,1
c000165_0000.npy.png,84,247,93,284,3
c000135_0000.npy.png,60,247,69,282,3
e000027_0000.npy.png,33,263,81,295,1
a000177_0000.npy.png,177,278,184,286,1
c000126_0000.npy.png,82,249,90,285,3
f000084_0000.npy.png,214,223,228,248,1
c000079_0000.npy.png,278,193,312,394,3
g000129_0000.npy.png,165,234,188,260,1
b000003_0000.npy.png,247,245,265,323,3
a000111_0000.npy.png,411,276,440,295,1
d000089_0000.npy.png,134,251,155,318,2
g000010_0000.npy.png,189,231,204,252,1
e000151_0000.npy.png,215,253,226,266,1
a000056_0000.npy.png,269,277,277,286,1
f000048_0000.npy.png,216,219,232,250,1
c000135_0000.npy.png,275,200,311,380,3
g000169_0000.npy.png,292,235,341,285,1
b000088_0000.npy.png,398,279,427,295,1
g000102_0000.npy.png,287,215,340,280,1
d000179_0000.npy.png,87,277,98,286,1
a000166_0000.npy.png,177,278,184,286,1
c000005_0000.npy.png,39,243,51,288,3
e000023_0000.npy.png,73,263,106,290,1
c000152_0000.npy.png,309,233,333,374,2
g000127_0000.npy.png,319,206,442,324,1
g000021_0000.npy.png,284,235,316,276,1
f000063_0000.npy.png,254,228,260,238,1
a000056_0000.npy.png,322,280,330,289,1
b000032_0000.npy.png,247,245,264,323,3
f000010_0000.npy.png,257,225,258,240,1
g000098_0000.npy.png,127,224,168,269,1
e000166_0000.npy.png,4,267,38,302,1
f000018_0000.npy.png,263,228,267,235,1
d000160_0000.npy.png,290,236,312,316,3
g000059_0000.npy.png,218,228,222,233,1
e000197_0000.npy.png,216,253,226,263,1
g000119_0000.npy.png,70,226,141,295,1
a000069_0000.npy.png,99,276,108,284,1
b000004_0000.npy.png,397,279,427,294,1
b000111_0000.npy.png,53,271,80,294,1
g000046_0000.npy.png,276,220,299,257,1
f000075_0000.npy.png,229,229,235,238,1
e000081_0000.npy.png,392,243,405,304,3
f000029_0000.npy.png,170,228,179,235,1
a000184_0000.npy.png,142,242,171,336,2
e000130_0000.npy.png,391,247,406,305,3
c000021_0000.npy.png,60,249,69,283,3
a000175_0000.npy.png,411,277,440,296,1
c000166_0000.npy.png,26,245,35,283,3
b000099_0000.npy.png,245,246,268,324,3
c000146_0000.npy.png,228,275,249,303,1
f000168_0000.npy.png,256,228,261,236,1
a000006_0000.npy.png,227,276,234,286,1
a000118_0000.npy.png,411,277,441,296,1
g000062_0000.npy.png,218,227,222,233,1
b000037_0000.npy.png,51,272,79,294,1
b000079_0000.npy.png,51,269,80,293,1
f000185_0000.npy.png,194,226,200,230,1
f000066_0000.npy.png,254,228,259,238,1
f000021_0000.npy.png,148,228,158,238,1
a000035_0000.npy.png,345,280,357,289,1
f000193_0000.npy.png,268,225,272,232,1
f000141_0000.npy.png,255,229,260,238,1
a000148_0000.npy.png,269,278,276,286,1
a000110_0000.npy.png,279,280,285,287,1
b000176_0000.npy.png,52,270,80,293,1
d000110_0000.npy.png,311,232,331,320,3
g000119_0000.npy.png,196,229,207,246,1
e000069_0000.npy.png,194,255,204,269,1
c000078_0000.npy.png,56,245,66,283,3
g000021_0000.npy.png,330,241,417,326,1
e000193_0000.npy.png,34,264,84,296,1
c000155_0000.npy.png,26,245,35,283,3
g000091_0000.npy.png,318,217,394,308,1
e000191_0000.npy.png,392,245,406,306,3
b000169_0000.npy.png,398,279,427,294,1
e000017_0000.npy.png,248,256,379,326,1
g000006_0000.npy.png,193,232,205,251,1
e000036_0000.npy.png,391,245,403,303,3
e000185_0000.npy.png,391,245,406,305,3
e000192_0000.npy.png,73,263,105,287,1
b000174_0000.npy.png,242,243,285,327,3
f000149_0000.npy.png,231,231,237,238,1
g000106_0000.npy.png,175,238,188,260,1
e000001_0000.npy.png,35,263,81,296,1
g000099_0000.npy.png,210,226,223,247,1
b000137_0000.npy.png,247,244,278,326,3
e000148_0000.npy.png,392,245,405,304,3
c000146_0000.npy.png,94,250,101,283,3
d000018_0000.npy.png,370,274,386,287,1
f000032_0000.npy.png,173,228,182,237,1
b000142_0000.npy.png,398,279,427,295,1
g000098_0000.npy.png,263,231,278,250,1
a000104_0000.npy.png,410,278,439,294,1
d000042_0000.npy.png,242,229,275,326,3
b000118_0000.npy.png,51,272,81,292,1
c000184_0000.npy.png,60,247,69,282,3
g000043_0000.npy.png,219,225,222,230,1
g000112_0000.npy.png,337,231,440,332,1
f000036_0000.npy.png,154,230,165,236,1
b000176_0000.npy.png,398,279,427,295,1
e000191_0000.npy.png,195,254,205,266,1
e000152_0000.npy.png,36,263,83,296,1
c000171_0000.npy.png,299,232,326,366,2
a000138_0000.npy.png,135,219,190,360,2
d000190_0000.npy.png,177,259,197,302,2
f000165_0000.npy.png,153,231,164,238,1
f000046_0000.npy.png,67,228,88,243,1
e000173_0000.npy.png,72,261,104,286,1
g000053_0000.npy.png,269,235,281,266,1
c000127_0000.npy.png,94,250,101,283,3
d000086_0000.npy.png,300,226,322,324,3
c000145_0000.npy.png,228,275,249,303,1
e000031_0000.npy.png,73,263,106,290,1
e000014_0000.npy.png,213,254,228,280,1
b000183_0000.npy.png,141,236,162,331,3
f000022_0000.npy.png,0,226,30,249,1
f000154_0000.npy.png,256,231,260,239,1
a000080_0000.npy.png,177,277,185,286,1
f000180_0000.npy.png,110,228,123,238,1
a000072_0000.npy.png,269,277,278,286,1
c000184_0000.npy.png,89,249,97,285,3
f000154_0000.npy.png,118,232,141,244,1
g000186_0000.npy.png,159,229,186,260,1
b000094_0000.npy.png,144,231,160,326,3
f000146_0000.npy.png,12,234,50,248,1
f000187_0000.npy.png,260,226,264,233,1
e000064_0000.npy.png,71,263,105,288,1
c000182_0000.npy.png,297,238,321,367,2
e000023_0000.npy.png,210,260,339,327,1
g000172_0000.npy.png,279,233,308,271,1
f000080_0000.npy.png,244,230,252,241,1
d000076_0000.npy.png,286,228,317,326,3
f000034_0000.npy.png,253,227,265,239,1
a000007_0000.npy.png,98,277,108,286,1
g000028_0000.npy.png,268,227,287,256,1
b000083_0000.npy.png,398,279,427,295,1
g000134_0000.npy.png,335,192,446,352,1
g000008_0000.npy.png,290,239,316,283,1
f000003_0000.npy.png,158,229,169,237,1
a000082_0000.npy.png,99,277,108,284,1
b000017_0000.npy.png,131,235,164,325,3
c000000_0000.npy.png,225,146,287,442,3
c000044_0000.npy.png,10,245,19,284,3
a000057_0000.npy.png,269,278,277,286,1
c000013_0000.npy.png,94,253,101,281,3
a000174_0000.npy.png,132,238,162,343,2
b000181_0000.npy.png,51,271,79,292,1
f000114_0000.npy.png,170,232,177,239,1
g000030_0000.npy.png,291,234,331,279,1
b000004_0000.npy.png,52,273,79,295,1
e000063_0000.npy.png,71,263,105,288,1
a000005_0000.npy.png,410,277,440,294,1
a000191_0000.npy.png,63,275,88,292,1
d000157_0000.npy.png,289,237,315,317,3
g000006_0000.npy.png,189,235,199,255,1
b000098_0000.npy.png,244,246,268,325,3
e000135_0000.npy.png,195,254,205,266,1
e000107_0000.npy.png,215,253,226,266,1
e000064_0000.npy.png,305,253,419,325,1
e000109_0000.npy.png,389,254,445,316,1
f000126_0000.npy.png,193,226,199,230,1
a000178_0000.npy.png,269,278,276,286,1
b000095_0000.npy.png,398,279,427,295,1
e000150_0000.npy.png,195,254,205,266,1
e000130_0000.npy.png,72,263,104,288,1
a000053_0000.npy.png,288,222,322,354,2
g000200_0000.npy.png,354,240,445,368,1
e000161_0000.npy.png,392,245,404,281,3
g000151_0000.npy.png,206,230,220,250,1
g000138_0000.npy.png,157,235,182,265,1
a000079_0000.npy.png,97,276,107,285,1
c000054_0000.npy.png,300,228,338,385,2
g000021_0000.npy.png,3,239,73,357,1
d000052_0000.npy.png,167,243,212,318,2
g000163_0000.npy.png,286,236,329,281,1
a000180_0000.npy.png,63,275,88,292,1
g000122_0000.npy.png,119,229,163,279,1
c000116_0000.npy.png,78,248,86,284,3
a000095_0000.npy.png,346,278,357,289,1
a000175_0000.npy.png,131,277,137,285,1
e000134_0000.npy.png,72,263,104,288,1
f000187_0000.npy.png,226,221,237,240,1
e000184_0000.npy.png,392,243,406,307,3
d000017_0000.npy.png,216,230,241,327,3
f000190_0000.npy.png,187,217,206,231,1
e000097_0000.npy.png,195,253,206,267,1
c000108_0000.npy.png,301,239,334,373,2
e000002_0000.npy.png,73,264,105,290,1
c000008_0000.npy.png,39,244,50,291,3
g000198_0000.npy.png,285,234,314,277,1
a000131_0000.npy.png,212,278,218,286,1
c000136_0000.npy.png,222,274,247,308,1
g000181_0000.npy.png,285,235,320,278,1
d000057_0000.npy.png,395,270,424,289,1
e000198_0000.npy.png,34,264,84,296,1
c000019_0000.npy.png,237,163,281,421,3
e000047_0000.npy.png,1,267,39,304,1
a000081_0000.npy.png,258,214,307,368,2
b000001_0000.npy.png,247,246,266,323,3
e000012_0000.npy.png,213,254,228,280,1
d000088_0000.npy.png,302,228,323,323,3
a000166_0000.npy.png,279,279,284,287,1
g000037_0000.npy.png,255,225,276,253,1
a000018_0000.npy.png,345,280,357,289,1
f000040_0000.npy.png,262,228,266,236,1
a000027_0000.npy.png,266,233,314,342,2
g000147_0000.npy.png,253,232,262,247,1
g000125_0000.npy.png,292,229,329,291,1
d000061_0000.npy.png,399,270,429,290,1
b000081_0000.npy.png,52,270,80,294,1
f000118_0000.npy.png,260,234,264,240,1
c000154_0000.npy.png,60,247,69,282,3
c000084_0000.npy.png,94,252,101,283,3
d000045_0000.npy.png,178,245,220,321,2
g000028_0000.npy.png,350,239,445,350,1
a000003_0000.npy.png,63,272,89,291,1
a000097_0000.npy.png,410,277,440,295,1
a000181_0000.npy.png,98,276,107,284,1
a000021_0000.npy.png,63,277,89,292,1
d000014_0000.npy.png,215,245,248,325,2
f000126_0000.npy.png,123,228,134,236,1
b000045_0000.npy.png,144,229,162,326,3
b000191_0000.npy.png,52,272,79,293,1
e000090_0000.npy.png,36,263,73,296,1
a000123_0000.npy.png,322,280,329,288,1
a000164_0000.npy.png,130,232,157,348,2
e000076_0000.npy.png,194,255,204,269,1
d000042_0000.npy.png,182,244,224,320,2
g000044_0000.npy.png,9,228,111,312,1
a000071_0000.npy.png,63,276,89,294,1
g000164_0000.npy.png,287,235,331,282,1
c000098_0000.npy.png,277,195,312,388,3
f000127_0000.npy.png,179,226,188,235,1
f000007_0000.npy.png,17,224,57,247,1
g000171_0000.npy.png,256,231,266,248,1
c000024_0000.npy.png,240,166,287,420,3
e000155_0000.npy.png,195,254,205,266,1
c000109_0000.npy.png,302,239,336,373,2
e000054_0000.npy.png,71,263,107,275,1
g000195_0000.npy.png,65,221,139,299,1
c000180_0000.npy.png,60,247,69,282,3
a000129_0000.npy.png,149,278,157,285,1
g000010_0000.npy.png,23,238,115,316,1
b000008_0000.npy.png,131,233,165,325,3
d000104_0000.npy.png,308,232,329,320,3
a000071_0000.npy.png,279,218,315,362,2
d000098_0000.npy.png,302,231,331,323,3
b000097_0000.npy.png,398,279,427,295,1
f000150_0000.npy.png,40,234,66,250,1
f000190_0000.npy.png,268,225,271,231,1
g000053_0000.npy.png,218,231,222,238,1
c000176_0000.npy.png,296,232,326,367,2
f000163_0000.npy.png,75,230,98,246,1
e000089_0000.npy.png,4,267,37,300,1
f000067_0000.npy.png,149,228,161,239,1
a000088_0000.npy.png,345,281,357,290,1
g000125_0000.npy.png,193,231,206,252,1
g000052_0000.npy.png,126,229,164,274,1
f000077_0000.npy.png,255,228,260,236,1
a000148_0000.npy.png,227,277,233,286,1
c000114_0000.npy.png,302,241,336,373,2
e000166_0000.npy.png,20,272,142,340,1
g000170_0000.npy.png,264,231,278,258,1
d000078_0000.npy.png,422,267,445,290,1
a000193_0000.npy.png,63,275,88,292,1
f000182_0000.npy.png,248,226,256,235,1
a000018_0000.npy.png,98,277,109,284,1
g000065_0000.npy.png,368,243,444,376,1
a000191_0000.npy.png,322,280,330,287,1
c000111_0000.npy.png,301,239,336,370,2
g000088_0000.npy.png,143,225,177,264,1
f000011_0000.npy.png,140,227,152,238,1
e000187_0000.npy.png,195,254,205,266,1
d000199_0000.npy.png,78,278,91,288,1
a000114_0000.npy.png,269,277,276,286,1
g000108_0000.npy.png,376,214,446,386,1
d000019_0000.npy.png,215,232,246,327,3
e000135_0000.npy.png,36,263,83,296,1
f000153_0000.npy.png,220,227,231,247,1
g000106_0000.npy.png,186,227,203,250,1
e000063_0000.npy.png,33,263,70,276,1
c000122_0000.npy.png,60,247,69,282,3
g000111_0000.npy.png,171,237,185,260,1
g000031_0000.npy.png,182,227,197,248,1
g000058_0000.npy.png,167,227,188,255,1
g000200_0000.npy.png,204,228,217,247,1
a000115_0000.npy.png,98,275,107,285,1
g000030_0000.npy.png,131,233,166,272,1
a000052_0000.npy.png,98,276,108,285,1
e000123_0000.npy.png,72,263,105,291,1
b000044_0000.npy.png,398,278,427,295,1
d000005_0000.npy.png,380,277,389,287,1
e000062_0000.npy.png,194,255,204,269,1
d000049_0000.npy.png,172,244,214,319,2
e000081_0000.npy.png,194,255,204,269,1
e000066_0000.npy.png,33,263,74,292,1
a000049_0000.npy.png,412,278,440,295,1
a000070_0000.npy.png,322,280,330,288,1
c000029_0000.npy.png,244,172,287,419,3
e000167_0000.npy.png,36,262,73,296,1
g000037_0000.npy.png,205,229,219,250,1
f000067_0000.npy.png,230,229,236,237,1
g000095_0000.npy.png,222,226,225,231,1
e000174_0000.npy.png,315,253,438,319,1
a000191_0000.npy.png,131,277,137,285,1
g000037_0000.npy.png,116,236,159,279,1
d000016_0000.npy.png,215,230,237,327,3
c000006_0000.npy.png,60,249,69,283,3
